user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Dr. Neneh Sallah,,👩🏾‍💻☕️🧗🏽‍♀️🌍🇬🇲Adventurer| PhD @Cambridge_Uni @sangerinstitute| Alum @un_ncd @WHO @LSHTM| Health 🧬 Data Scientist @UCL_IHI @UGI_at_UCL|Board @YouthCNTDs,2012-03-10 17:58:46,906,557,1531,False,2020-07-25 10:55:28,Thinking about #Gambia &amp; how irresponsible/selfish/inept our leaders are. How unsurprising our sharp rise in… https://t.co/F5AM3W1j6J,['Gambia'],Twitter for iPhone,False
ols828,"Manila, Philippines",七転び八起き,2011-04-09 16:03:01,701,291,25525,False,2020-07-25 10:55:25,"a serene sunset, an impromptu street-side art market.

unwinding on a saturday afternoon in the time of COVID-19.… https://t.co/Ek0H8asdkC",,Twitter for Android,False
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,2010-07-13 21:58:05,26108,26003,2,False,2020-07-25 10:55:22,"ALERT: The F.B.I. Pledged to Keep a Source Anonymous. Trump Allies
Aided His Unmasking. - Global Pandemic News |… https://t.co/QxSfdBtQl2",,GlobalPandemic.NET,False
Premieracademyofficial,"Arcadia, California",Premier Academy is an after school and web-based tutoring academy with over 25 years history.,2020-06-19 06:55:41,3,72,5,False,2020-07-25 10:55:21,"Harvard Law School in Cambridge, Massachusetts, challenged the Trump administration's previous policy that would ha… https://t.co/6YREoSquRI",,Hootsuite Inc.,False
Cat,Lover of Truth and freedom,libertarian~pro-life ~Deep thoughts ~Can I still love my 🐕 w knowledge she’s a 🤡 asset? if you don’t like my opinion- I don’t care so don’t bother,2013-05-06 23:33:54,286,483,3621,False,2020-07-25 10:55:20,"To the people of AOC’s district, she is playing politics w your lives! This woman is making 170k a year and couldn’… https://t.co/HhyhrnHjt7",,Twitter for iPhone,False
D,,Free thinker Free doer,2013-10-09 08:57:39,1876,1200,56130,False,2020-07-25 10:55:16,"Harry Vox in 2014 predicting quarantine and lockdowns as a population control tool, as cited in Rockefeller bluepri… https://t.co/D8yd67fAH7",,Twitter Web App,False
The Sentinel,"Guwahati, Assam",The Sentinel is the largest media group — focused on news publishing and only English daily published simultaneously in all North-east India’s states. #News.,2014-01-02 08:08:50,7220,1236,3467,False,2020-07-25 10:55:14,"6 policemen from Dima Hasao resume work after recovering from Covid-19

https://t.co/hY7uWNatTS
@himantabiswa… https://t.co/ArWiYqc6Z9",,TweetDeck,False
SalfordBusiness,"Salford, England","SalfordBusiness is dedicated to supporting businesses in Salford, sharing news, funding opps, new developments, events & more. Monitored office hours Mon-Fri",2019-04-29 13:13:15,406,253,2050,False,2020-07-25 10:55:14,The national Eat Out to Help Out scheme is open to all places selling food for consumption on the premises e.g. hot… https://t.co/6zWepA6nKQ,,Orlo,False
Age UK Birmingham,Birmingham,"Information & Advice; and other services plus Charity Shop, etc for the over 50s in Birmingham",2013-01-23 20:40:42,1426,1258,458,False,2020-07-25 10:55:12,We’ve stepped up for #vulnerable older people in response to #Covid19. We’re taking them hot meals and medicines an… https://t.co/dLqRbuiB6j,"['vulnerable', 'Covid19']",TweetDeck,False
Shad from DC,WDC,"This haiku stinks. Began 2/28/09 w/ lyrical, Japanese, 3 line poems of 5, 7 & 5 syllables, respectively
Box of 17-
syllables, cleft in 3 lines-
of my own making",2009-01-28 12:54:06,3031,455,111,False,2020-07-25 10:55:12,"The “dampener” on- /
your polls is your failed response. /
The Reign of Error! /
https://t.co/Is8xHpdias
#haiku… https://t.co/vHqKjvsS99",['haiku'],TweetCaster for iOS,False
Dermot Ryan,"Dublin, Ireland.","Principal of Dermot Ryan Advisory and Associate Director of @helloalicepr Formerly of Sydney, now back home in Dublin.",2007-05-21 15:32:07,1552,2003,7639,False,2020-07-25 10:55:12,"Credit to ⁦@flyefit⁩ team at Portobello. They have a great, safe system in place for #COVID19 https://t.co/mbk5xL3n3X",['COVID19'],Twitter for iPhone,False
RP 🌍,Barcelona,RetroProgress: the possible progress in a living planet. Account created by @jmcampsc #ClimateChange #ThereIsNoPlanetB #ClimateCrisis #RetroProgress #RP,2019-07-26 15:37:12,267,1373,203,False,2020-07-25 10:55:11,"@matthaig1 The attitude of our civilization, right now
#FaceTheClimateEmergency and the #COVID19 with… https://t.co/fsPSxJf0gt","['FaceTheClimateEmergency', 'COVID19']",Twitter for Android,False
Salford City Council,"Salford, UK",Latest news and alerts monitored office hours Mon to Fri. Get in touch via @SalfordCCHelp Out of hours emergency contact available at: https://t.co/Q6Ib5hwJcp,2009-02-04 12:44:06,31621,551,4196,True,2020-07-25 10:55:05,Not only restaurants can sign up to the Eat Out to Help Out scheme. It's open to all places selling food for consum… https://t.co/h4oEEti0eo,,Orlo,False
LSHTM Alumni,London,"Welcome to the London School of Hygiene & Tropical Medicine Alumni network, a global health community of over 30,000 alumni in more than 190 countries",2009-08-28 08:55:41,2798,995,516,False,2020-07-25 10:55:05,“#COVID19 pandemic is the biggest public health crisis in more than 100 years. Our lives will only return to normal… https://t.co/tJqGZoAdcE,['COVID19'],Hootsuite Inc.,False
Ethics & Psychology #BlackLivesMatter,International Ethics Educator,"Practicing Psychologist :
Board Certified Clinical Psychology : 
Ethics Educator. Fan of philosophy, behavioral economics, health policy & moral psychology",2013-01-31 02:07:26,1357,138,14508,False,2020-07-25 10:55:04,"America’s Schools Are a Moral and Medical Catastrophe

#beliefs #COVID19 #health #HealthPolicy #morality #pandemic… https://t.co/hfMg2YsQEb","['beliefs', 'COVID19', 'health', 'HealthPolicy', 'morality', 'pandemic']",Twitter Web App,False
MathsFun,Dragon World,Join us on our maths adventures through storytelling - just watch out for that fiery indigestion! Tweets from the humans and dragons in The Talac Gang.,2019-01-12 14:09:03,696,680,518,False,2020-07-25 10:55:00,"Hearts, minds and voices are a great way to explore feelings from our free #COVID19 book. Activities to download.… https://t.co/wxXXdKI2HJ",['COVID19'],TweetDeck,False
Maria Odete Madeira,Lisbon,"Interdisciplinary researcher. Research interests: philosophy of science, ontology, systems science, cognition, neurocognition.",2009-12-16 11:50:52,1542,1155,6318,False,2020-07-25 10:54:59,...our tears crying for us... https://t.co/9DmVuFrMpC #COVIDー19 #COVID19 #coronavirus #biocapitalism #biopower https://t.co/OYe9qw3OpZ,"['COVIDー19', 'COVID19', 'coronavirus', 'biocapitalism', 'biopower']",Twitter Web App,False
Vote! Obama-2020 🇺🇲,Died a little in November 2016,"Banned in D.C. 
Not-bot resisting this American carnage known as the GOP.
Voting #StraightTicketBlue
#Resisters For commentary, Non-affiliated with King Obama.",2016-11-09 22:13:01,464,666,22231,False,2020-07-25 10:54:58,"@ABC If you're not going to shutter all gatherings of significant numbskulls, specifically, the #churches, what goo… https://t.co/USbCxkWdPt",['churches'],Twitter for Android,False
COSAN,,Convenient Aerosol Sanitizer. Sanitize. Disinfect. Protect,2020-06-08 19:19:48,355,309,931,False,2020-07-25 10:54:53,Tip: 5 things you need to sanitize after coming bck home from shopping: The Door Handle; Sanitize Your Keys (and Ca… https://t.co/W5kU5FJEkK,,Twitter for iPhone,False
RAJAN,,REBELLIOUS UNABASHED AND UNCONVENTIONAL LOL DEVILS ADVOCATE,2010-06-22 13:44:39,575,76,137049,False,2020-07-25 10:54:49,@ChouhanShivraj #madhyaprasad blessed to have such sweet #mama ji who reined in #covid19 in #indore and… https://t.co/xWkfKb6mwD,"['madhyaprasad', 'mama', 'covid19', 'indore']",Twitter Web App,False
Karen⛧♑,"Chicago, IL","You can make excuses or you can make a difference
#RESIST",2010-02-19 22:18:25,132,403,1766,False,2020-07-25 10:54:48,This makes my blood boil and my cheeks stained with tears. #COVID19 #VoteLikeYourLifeDependsOnIt #winning https://t.co/8yeiS8czkR,"['COVID19', 'VoteLikeYourLifeDependsOnIt', 'winning']",Twitter for Android,False
Alkhidmat Foundation KPK,khyber Pakhtunkhwa - Pakistan,Alkhimdat Foundation KPK Pakistan,2012-11-21 07:42:59,3343,2687,994,False,2020-07-25 10:54:45,Alkhidmat Foundation Khyber Pakhtunkhwa Women Wing Trust conducted antibodies free tests in Hayatabad Children Acad… https://t.co/Ld3b9MEsK0,,Twitter Web App,False
The AssarV10 Team™©,"California, USA",The AssarV10 Team™©,2015-12-23 07:40:38,2565,779,9732,False,2020-07-25 10:54:40,Las Vegas Coronavirus Relief Task Force Partnered With Company Tied To UAE Intelligence https://t.co/QBElgU1cI2  👈… https://t.co/mg3CmsZzSz,,assarofficial,False
D Alex,"Stamford, Connecticut, USA","We're all biased, 'naive realists' who believe we see the world objectively, whereas those who disagree are inherently irrational...",2012-07-02 03:06:03,37978,35098,31107,False,2020-07-25 10:54:36,"Dr. Anthony Fauci threw out the first pitch before the Nationals-Yankees game.

Still more accurate than his COVID-… https://t.co/TNceUCbhff",,Twitter for Android,False
IsoMalk - Anti-Fascist,"Melbourne, Victoria","Lead 🎤/ Sometimes 🎸/ Songwriter ✒ @TheRealThrills; @EssendonFC Member 28yrs; 
Fed up with corruption & idiocy. Make the world a better place. Anti-Fascist.",2019-05-08 05:20:33,195,380,7269,False,2020-07-25 10:54:35,"Travelers S2 E5 is crazily, eerily aligned with current events...! #COVID19 https://t.co/mKZ5gqB01T",['COVID19'],Twitter for Android,False
Williams,Federal Capital Territory,,2009-05-12 19:14:23,1653,495,101,False,2020-07-25 10:54:35,@NCDCgov @Fmohnigeria @FMICNigeria @NOA_Nigeria @nighealthwatch @EpidAlert @InfectiousDz @nmanigeria @PTFCOVID19… https://t.co/d8jbwMBzPu,,Twitter for iPhone,False
Mujinga,,,2013-08-02 23:16:40,10,43,10,False,2020-07-25 10:54:34,Today @UNODC_ROSAF Zambia Office handed over #COVID19 material to Zambia Correctional Services. Thanks to… https://t.co/1pggnJSoIE,['COVID19'],Twitter for iPhone,False
🅱🅴🅽🅻🅴🆅🅸🆃🅴.,"Nelspruit, South Africa","Deuteronomy 28:46-68, Luke 1:68 Blessed be the Lord God of Israel; for he hath visited and redeemed his people",2017-10-20 02:57:52,224,492,5676,False,2020-07-25 10:54:34,"2 Esdras 16:67 Behold, God himself is the judge, fear him: leave off from your sins, and forget your iniquities, to… https://t.co/p82ZDX1jlO",,Twitter for iPhone,False
Alison Galvani,Yale School of Public Health,"Director of the Center for Infectious Disease Modeling and Analysis (CIDMA), Burnett and Stender Families' Professor of Epidemiology, Yale University",2016-11-30 03:14:31,3669,1068,1098,True,2020-07-25 10:54:33,Clear evidence that the pharmaceutical industry is planning on making big profits off #COVID19 vaccines and therape… https://t.co/cvMSsabJxx,['COVID19'],Twitter for iPhone,False
John de Winton,Wales,"Welsh sport nut. One day Rodney ....and Wales, Cardiff City and the Blues will be champions of europe with Glammy winning t20!!",2011-09-23 08:59:27,53,163,1231,False,2020-07-25 10:54:30,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/mUACzCmgrP",['COVID19'],Twitter for Android,False
Dr Mireya G. Rodríguez,United Kingdom,"Archaeologist and educator. Teacher of Classics @LboroGrammar. Hon. RF @ArchAncHistLeic, @AncientAkrotiri #archaeology #Community #outreach #Classics",2015-02-05 11:16:27,144,222,4292,False,2020-07-25 10:54:29,“Our findings show that #Covid19 outcomes are systematically and significantly better in countries led by women and… https://t.co/l7MUJskloh,['Covid19'],Twitter for iPhone,False
Age UK Birmingham,Birmingham,"Information & Advice; and other services plus Charity Shop, etc for the over 50s in Birmingham",2013-01-23 20:40:42,1426,1258,458,False,2020-07-25 10:54:27,We’ve stepped up for #vulnerable older people in response to #Covid19. We’re taking them hot meals and medicines an… https://t.co/kmXkPavrtv,"['vulnerable', 'Covid19']",TweetDeck,False
"Barbara, Michael Volkwyn's sister","Cape Town, South Africa","Tweets RTs & Likes are not an endorsement. Views my own.  Covered Fukushima 2011-2015 then War in Syria&Iraq against daesh, now mostly Covid19. I love dogs.",2011-03-12 16:21:43,725,157,21726,False,2020-07-25 10:54:24,Australia #covid19 #secondwave https://t.co/RV7aoASDua,"['covid19', 'secondwave']",Twitter Web App,False
David Dolapo,"Lagos, Nigeria",where do you stand in the word of technology😑,2017-05-03 10:02:28,45,506,12,False,2020-07-25 10:54:24,Forget #RihannaXTiwa this is an acapella #duduke. #COVID19 bring out talent in our proposed future leaders 😸… https://t.co/31vgSpgoQ7,"['RihannaXTiwa', 'duduke', 'COVID19']",Twitter for Android,False
Jaideep Pandey,नई दिल्ली.. लखनऊ से via नोएडा,"Independent Journalist | Politico-Legal Observer |
Words in @DeccanHerald, @NewIndianXpress
""आज यहाँ, कल कहाँ कूच है, कौन जानता, किधर सवेरा""
RTs ≠ Endorsements",2012-03-30 05:52:06,3264,199,8388,False,2020-07-25 10:54:20,"#Srinagar #URGENT #Verified 
Need B+ #blood #plasma of a #COVID19 recovered person at SKIMS, Soura. Call: 941900454… https://t.co/0kJM3BOGXe","['Srinagar', 'URGENT', 'Verified', 'blood', 'plasma', 'COVID19']",Twitter Web App,False
Manoj Kothari,"Pune, India",Design Research+Futures Studies+Innovation+all things humane. Author Skyway Interpreter (fiction) & Madhurimayan (Hindi poems). Seeder @turianlabs,2009-12-06 04:45:50,632,180,650,False,2020-07-25 10:54:16,Two years back I wrote THREE directions to take on the might of emerging Indian brand #Patanjali that represented a… https://t.co/HrWXMXntqT,['Patanjali'],Twitter for Android,False
LizaS,,,2020-06-25 23:20:44,2,20,98,False,2020-07-25 10:54:14,"@IOL If SADTU had done a little research, they’d have discovered #privateschools close now for a month in any case,… https://t.co/0YQi2nhoOh",['privateschools'],Twitter for iPhone,False
S🅰NTI ⚓,,I'm the rose 🌹 that grew from concrete. || A Young Black Male || Real eyes Realise Real lies || Manchester United ⚽,2015-11-10 21:08:16,1122,1136,1384,False,2020-07-25 10:54:13,"I'm not a Chelsea fans ooo, but Drogba is a legend. He is in deed an epitome of a striker.
#ChelseaFC #COVID19 https://t.co/4ZF2Vizzdp","['ChelseaFC', 'COVID19']",Twitter for Android,False
Albert Fox Cahn🔯,"Brooklyn, NY","@STOPSpyingNY founder; @NYUEngelberg fellow; @GothamGazette columnist; & Moth Slam winner. Bylines in NY Times, Slate, NBC, etc. Was @WeilGotshal & @Harvard_Law",2008-08-03 23:01:53,13272,2906,6796,False,2020-07-25 10:54:12,@evan_greer Using facial recognition to combat #COVID19 makes as much sense as:,['COVID19'],Twitter for iPhone,False
ottar ottesen,Tellus,"Fragen einer lesenden Otter

So viele Berichte
So viele Fragen

Tweets in: 🇧🇻🇺🇸🇸🇪🇩🇪 
Truth to power, hour after hour
Tjänstekvinnans (utan talang) son",2015-07-11 07:31:13,118,5,5234,False,2020-07-25 10:54:10,"@lo_malin I recommend this article on why eliminating #covid19 won't happen any time soon, from Toronto.  Tegnell's… https://t.co/X9TBmzc0cR",['covid19'],Twitter Web App,False
Françoise Freifer,Qatar,Senior Editor @BrookingsDoha| Sworn Translator| MA in Specialized Translation @lebaneseuni| I think in three languages and speak four,2020-04-14 12:04:12,45,100,323,False,2020-07-25 10:54:09,"Welcome to my world!
""American citizens have mostly been spared the stress and humiliation of this universe... But… https://t.co/KFJb8GCcjY",,Twitter for Android,False
Lornaland,"London, UK",London lady 💋 Chihuahua mum 🐕 Ibiza lover 💃🏼 food fanatic 🌮 camping enthusiast 🏕 truth seeker 🔍,2010-10-05 14:07:00,132,151,1187,False,2020-07-25 10:54:09,Probably the best thread I’ve ever read. This guy nails it! #wakeup #COVID19 #COVIDIOTS #nomasks #TheGreatAwakening https://t.co/Y4Oudqxim3,"['wakeup', 'COVID19', 'COVIDIOTS', 'nomasks', 'TheGreatAwakening']",Twitter for iPhone,False
